PreTrainingPAS4_loop.thisRepN,PreTrainingPAS4_loop.thisTrialN,PreTrainingPAS4_loop.thisN,PreTrainingPAS4_loop.thisIndex,PreTrainingPAS1_loop.thisRepN,PreTrainingPAS1_loop.thisTrialN,PreTrainingPAS1_loop.thisN,PreTrainingPAS1_loop.thisIndex,RepeatCV_loop.thisRepN,RepeatCV_loop.thisTrialN,RepeatCV_loop.thisN,RepeatCV_loop.thisIndex,TrainingCV_loop.thisRepN,TrainingCV_loop.thisTrialN,TrainingCV_loop.thisN,TrainingCV_loop.thisIndex,TrainingCAL_loop.thisRepN,TrainingCAL_loop.thisTrialN,TrainingCAL_loop.thisN,TrainingCAL_loop.thisIndex,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,TrainingPAS1_loop.thisRepN,TrainingPAS1_loop.thisTrialN,TrainingPAS1_loop.thisN,TrainingPAS1_loop.thisIndex,spacebarWelcome0.started,spacebarWelcome0.keys,spacebarWelcome0.rt,spacebarWelcome1.started,gaborWelcome1.started,maskWelcome1.started,textMaskWelcome1.started,spacebarWelcome1.keys,spacebarWelcome1.rt,spacebarWelcome2.started,spacebarWelcome2.keys,spacebarWelcome2.rt,textInst_PreTrainingPAS4.started,spacebarPreTrainingPAS4.started,spacebarPreTrainingPAS4.keys,spacebarPreTrainingPAS4.rt,textPreTrainingPAS1.started,spacebarPreTrainingPAS1.started,spacebarPreTrainingPAS1.keys,spacebarPreTrainingPAS1.rt,textQUEST0.started,spacebarQUEST0.started,spacebarQUEST0.keys,spacebarQUEST0.rt,spacebar0.started,spacebar0.keys,spacebar0.rt,spacebar1.started,spacebar1.keys,spacebar1.rt,textInstructions2.started,spacebar2.started,Gabor1Inst2.started,Gabor2Inst2.started,Gabor3Inst2.started,Gabor4Inst2.started,spacebar2.keys,spacebar2.rt,textInstructionsPAS.started,spacebarInstPAS.started,spacebarInstPAS.keys,spacebarInstPAS.rt,textInstructions3.started,spacebar3.started,spacebar3.keys,spacebar3.rt,WMresp_CV,WMresp_CV_acc,oriMemo_CV,gyre_CV,oriTest_CV,feedbackText.started,sliderCV.started,PAStextCV.started,PASkeyCV.started,sliderCV.response,sliderCV.rt,PASkeyCV.keys,PASkeyCV.corr,PASkeyCV.rt,TextInstructionsCAL.started,spacebarCAL.started,spacebarCAL.keys,spacebarCAL.rt,contrast,WMresp_CAL,WMresp_CAL_acc,oriMemo_CAL,gyre_CAL,oriTest_CAL,cue_CAL,sliderCAL.started,PAStextCAL.started,PASkeyCAL.started,sliderCAL.response,sliderCAL.rt,PASkeyCAL.keys,PASkeyCAL.corr,PASkeyCAL.rt,propUnseen_CAL,textStart.started,spacebar4.started,spacebar4.keys,spacebar4.rt,three.started,three.stopped,two.started,two.stopped,one.started,one.stopped,blank_countdown.started,blank_countdown.stopped,WMresp,WMresp_acc,oriMemo,gyre,oriTest,cue,slider.started,textPAS_firstGabor.started,PASkey.started,slider.response,slider.rt,PASkey.keys,PASkey.corr,PASkey.rt,spacebarContinue.started,textBreak.started,spacebarContinue.keys,spacebarContinue.rt,spacebar_reminder.keys,spacebar_TrainingPAS1.keys,spacebar_endpractice.keys,spacebar_reminder.started,textReminder.started,spacebar_reminder.rt,textInst_TrainingPAS1.started,spacebar_TrainingPAS1.started,spacebar_TrainingPAS1.rt,textend_practicePAS1.started,spacebar_endpractice.started,spacebar_endpractice.rt,textThanks.started,buttonURL.started,buttonURL.numClicks,buttonURL.timesOn,buttonURL.timesOff,laboratory,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,40,-30,10,1,925.0402448,925.0402448,925.0402448,None,None,1,1,0.1062898,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,40,-30,10,1,931.3989121,931.3989121,931.3989121,None,None,2,0,0.0755954,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,160,30,190,2,937.5242406,937.5242406,937.5242406,None,None,4,0,0.7744381,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,130,30,160,2,944.2162579,944.2162579,944.2162579,None,None,4,0,0.2503335,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,160,30,190,1,951.6416466,951.6416466,951.6416466,None,None,1,1,0.1929087,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,130,-30,100,0,959.8587531,959.8587531,959.8587531,None,None,1,1,0.0798603,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,10,-30,-20,2,968.1925246,968.1925246,968.1925246,None,None,1,1,0.0819683,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,160,-30,130,1,974.3845231,974.3845231,974.3845231,None,None,1,1,0.0660986,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,10,30,40,1,982.3349568,982.3349568,982.3349568,None,None,2,0,0.2194669,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,100,30,130,1,988.8686157,988.8686157,988.8686157,None,None,1,1,0.1098331,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,10,-30,-20,1,994.2272461,994.2272461,994.2272461,None,None,1,1,0.0791154,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,10,30,40,0,1000.0942,1000.0942,1000.0942,None,None,1,1,0.0603975,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,40,-30,10,1,1005.869768,1005.869768,1005.869768,None,None,1,1,0.060655,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,130,30,160,1,1011.844834,1011.844834,1011.844834,None,None,2,0,0.0855518,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,70,-30,40,1,1017.720145,1017.720145,1017.720145,None,None,2,0,0.058408,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,130,30,160,0,1024.495502,1024.495502,1024.495502,None,None,1,1,0.0348843,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.55383,1024.55383,space,7.6806383,space,None,,1032.254235,1032.254235,2.0602925,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1034.329352,1035.029389,1035.329426,1036.02944,1036.329459,1037.029486,1037.029486,1037.354496,right,1,40,30,70,0,1043.529849,1043.529849,1043.529849,None,None,1,1,0.0486366,,,,,,,None,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,10,-30,-20,0,1050.038523,1050.038523,1050.038523,None,None,1,1,0.0598262,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,160,30,190,1,1056.188849,1056.188849,1056.188849,None,None,1,1,0.069492,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,130,-30,100,1,1063.414227,1063.414227,1063.414227,None,None,1,1,0.1002689,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,40,30,70,1,1069.372877,1069.372877,1069.372877,None,None,1,1,0.0854215,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,160,30,190,1,1075.214832,1075.214832,1075.214832,None,None,2,0,0.0995279,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,130,30,160,1,1081.348513,1081.348513,1081.348513,None,None,2,0,0.0458081,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,10,30,40,0,1088.698892,1088.698892,1088.698892,None,None,1,1,0.1034742,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,100,-30,70,1,1095.715929,1095.715929,1095.715929,None,None,1,1,0.070454,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,70,-30,40,1,1101.757921,1101.757921,1101.757921,None,None,2,0,0.0604288,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,70,-30,40,1,1107.524873,1107.524873,1107.524873,None,None,2,0,0.0613336,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,160,30,190,0,1113.816892,1113.816892,1113.816892,None,None,2,0,0.0415246,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,70,-30,40,1,1119.708866,1119.708866,1119.708866,None,None,2,0,0.0613346,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,160,-30,130,0,1127.117601,1127.117601,1127.117601,None,None,2,0,0.108693,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,130,-30,100,1,1150.002118,1150.002118,1150.002118,None,None,1,1,2.7520353,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,10,30,40,0,1161.986096,1161.986096,1161.986096,None,None,1,1,1.8960329,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,40,-30,10,1,1170.811588,1170.811588,1170.811588,None,None,1,1,1.4545834,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,160,30,190,1,1180.845439,1180.845439,1180.845439,None,None,1,1,1.1006699,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,40,30,70,1,1188.087509,1188.087509,1188.087509,None,None,1,1,0.1466398,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,10,-30,-20,1,1194.446168,1194.446168,1194.446168,None,None,1,1,0.0839232,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,130,-30,100,1,1201.113171,1201.113171,1201.113171,None,None,2,0,0.0410596,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,160,30,190,1,1206.830143,1206.830143,1206.830143,None,None,2,0,0.0599211,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,160,30,190,1,1212.48044,1212.48044,1212.48044,None,None,2,0,0.0657515,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,70,-30,40,0,1220.714224,1220.714224,1220.714224,None,None,1,1,0.039939,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.772529,1220.772529,space,12.0456474,None,None,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,1232.839857,1233.539879,1233.839895,1234.539929,1234.839955,1235.53998,1235.53998,1235.865009,right,0,10,-30,-20,1,1244.573807,1244.573807,1244.573807,None,None,1,1,0.0761945,,,,,,,None,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,10,-30,-20,1,1251.457495,1251.457495,1251.457495,None,None,2,0,0.0646673,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,160,30,190,1,1257.107799,1257.107799,1257.107799,None,None,2,0,0.030231,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
,,,,,,,,,,,,,,,,,,,,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,70,30,100,1,1263.366484,1263.366484,1263.366484,None,None,2,0,0.0515516,,,,,,,,,,,,,,,,,,,,,,10,P1,2,2024-09-27_12h41.39.153,uWM_experiment,2022.2.3,119.9239203
